,acceleration_x,acceleration_y,acceleration_z,gps_lat,gps_long,gyro_x,gyro_y,gyro_z,speed_x,speed_y,steer,timestamp,turn
0,0.995,-0.004,-0.179,40.702705,-73.9566,-0.0095,-0.0053,-0.0053,0.44309217,-0.49987715,0.0,1490106608800,0
1,0.98336655,0.007933349,-0.16471662,40.702698,-73.95659,-0.0127,-0.0181,-0.005676671,0.28903332,-0.3228584,-0.2820901,1490106609133,0
2,1.0035667,0.0008166626,-0.16901672,40.702698,-73.95659,-0.011036676,-0.016546473,-0.008116681,0.17786662,-0.19868204,0.0,1490106609466,1
3,0.9961,0.00525,-0.10535,40.702698,-73.95659,-0.01609,0.0487,-0.01974,0.0667,-0.074505776,0.0,1490106609800,1
4,1.0044663,0.0034833374,-0.11209973,40.702698,-73.95659,-0.009546658,-0.042420078,-0.004483307,0.0,-0.0,0.0,1490106610133,1
5,0.94861686,0.0048166625,-0.059616856,40.702698,-73.95659,-0.010396661,-0.0024236145,-0.008156623,0.0,-0.0,0.0,1490106610466,1
6,0.9626,0.00485,-0.0769,40.702698,-73.95659,-0.01343,0.02703,-0.01344,0.0,-0.0,0.0,1490106610800,1
7,0.99583364,0.0060666506,-0.10555023,40.702698,-73.95659,-0.016679995,0.028059905,-0.015826654,0.0,-0.0,0.0,1490106611133,1
8,1.0125498,0.0011833374,-0.11593316,40.702698,-73.95659,-0.014666663,0.01654668,-0.01425332,0.0,-0.0,0.0,1490106611466,1
9,0.99335,-0.00325,-0.10045,40.702698,-73.95659,-0.01279,0.01822,-0.01257,0.0,-0.0,0.0,1490106611800,1
10,0.9832834,0.0040666503,-0.0958667,40.702698,-73.95659,-0.012743333,0.000546792,-0.010496676,0.0,-0.0,0.0,1490106612133,1
11,0.9949334,0.0,-0.10591669,40.702698,-73.95659,-0.010013342,-0.010796576,-0.008426685,0.0,-0.0,0.0,1490106612466,1
12,0.98155,0.006,-0.0966,40.702698,-73.95659,-0.01301,0.00986,-0.01059,0.0,-0.0,0.0,1490106612800,1
13,0.9929166,0.0,-0.109333254,40.702698,-73.95659,-0.0128899915,-0.0041533425,-0.011133337,0.0,-0.0,0.0,1490106613133,1
14,0.9895166,0.0038166626,-0.1040666,40.702698,-73.95659,-0.014816645,0.015836481,-0.010869965,0.0,-0.0,0.0,1490106613466,1
15,1.0168,0.00455,-0.12115,40.702698,-73.95659,-0.01457,-0.00512,-0.00959,0.0,-0.0,0.0,1490106613800,1
16,0.97836655,-0.00041668702,-0.08623327,40.702698,-73.95659,-0.011070035,-0.0067064893,-0.008060027,0.0,-0.0,0.0,1490106614133,1
17,0.97971666,-0.001083313,-0.0864667,40.702698,-73.95659,-0.011006652,0.018759754,-0.012886609,0.0,-0.0,0.0,1490106614466,1
18,0.9827,0.0026,-0.09905,40.702698,-73.95659,-0.01322,0.01134,-0.01336,0.0,-0.0,0.0,1490106614800,1
19,0.99355024,0.0045499876,-0.09950012,40.702698,-73.95659,-0.0120366495,0.0137,-0.013466663,0.014326582,-0.015806947,0.0,1490106615133,1
20,0.9813502,-0.0041833376,-0.09403342,40.702698,-73.95659,-0.013980005,-0.026283234,-0.0069733644,0.050143074,-0.05532436,0.0,1490106615466,1
