,acceleration_x,acceleration_y,acceleration_z,gps_lat,gps_long,gyro_x,gyro_y,gyro_z,speed_x,speed_y,steer,timestamp,turn
0,-0.968,0.013,-0.224,37.774582,-122.41692,-0.0014,-0.0437,0.0523,-6.2180285,-6.2129073,0.0,1489209612920,0
1,-0.95750844,-0.020052606,-0.23245607,37.774582,-122.41692,-0.019278824,-0.014292632,0.036292486,-5.698327,-5.693634,-3.4122809e-06,1489209613253,0
2,-0.99647355,-0.020754408,-0.24122797,37.774582,-122.41692,-0.022511097,-0.006444366,0.028211055,-5.0145087,-5.0103784,3.4122809e-06,1489209613586,0
3,-0.98942107,0.00036842105,-0.25889474,37.774582,-122.41692,-0.0251,0.00175,0.0229,-4.330691,-4.3271236,0.0,1489209613920,0
4,-1.0108948,0.0001577534,-0.2455965,37.774532,-122.41697,-0.032366816,-0.014933374,0.031511143,-3.9353967,-3.9321556,-3.4122809e-06,1489209614253,0
5,-1.0292333,-0.06288334,-0.22738321,37.774532,-122.41697,-0.025309661,-0.04113974,0.031074677,-3.6312156,-3.6282248,3.4122809e-06,1489209614586,0
6,-0.95152634,-0.0035263158,-0.16363157,37.774532,-122.41697,-0.010590909,-0.00037272729,0.042,-3.3270345,-3.3242943,0.0,1489209614920,0
7,-1.0058665,-0.023333251,-0.12306671,37.774506,-122.41701,-0.011425449,-0.06289663,0.031901527,-2.945794,-2.9433677,0.0,1489209615253,0
8,-0.99990004,-0.049966637,-0.11979983,37.774506,-122.41701,-0.019472655,-0.020948587,0.051560633,-2.5402193,-2.538127,0.0,1489209615586,0
9,-0.9666842,0.0014736842,0.0014736842,37.774506,-122.41701,-0.031347618,-0.0111095235,0.030514285,-2.1346445,-2.1328862,3.4122804e-06,1489209615920,0
10,-0.96877193,0.0010524774,0.008315841,37.77449,-122.41702,-0.016995309,-0.009104813,0.08569204,-2.053435,-2.0517437,-3.4122804e-06,1489209616253,0
11,-0.9669825,-0.045228016,0.1608246,37.77449,-122.41702,-0.033460274,-0.04783487,0.0434333,-2.074657,-2.0729482,0.0,1489209616586,0
12,-0.99231577,-0.0024736843,0.21394737,37.77449,-122.41702,-0.03515238,-0.00016190477,0.030380953,-2.095879,-2.0941527,0.0,1489209616920,0
13,-1.0036668,-0.03433333,0.22099993,37.774467,-122.417046,-0.02188034,0.016557459,0.04416967,-2.3984566,-2.396481,0.0,1489209617253,0
14,-0.9194003,0.014200024,0.17813304,37.774467,-122.417046,-0.03816341,-0.035115633,0.047476113,-2.7898836,-2.7875857,0.0,1489209617586,0
15,-0.9646,-0.0661,0.1999,37.774467,-122.417046,-0.020504761,-0.019619048,0.09883333,-3.1813107,-3.1786904,0.0,1489209617920,0
16,-1.0151759,-0.046596177,0.15496448,37.774433,-122.417076,-0.009557317,0.009939775,0.00097292947,-3.5691533,-3.5662134,0.0,1489209618253,0
17,-0.97608423,-0.16199932,0.21649973,37.774433,-122.417076,-0.051785685,-0.13005346,0.08719205,-3.9558644,-3.9526062,0.0,1489209618586,0
18,-1.0067894,0.04194737,0.25721052,37.774433,-122.417076,-0.023009092,0.08750909,-0.0018,-4.342575,-4.338999,-3.4122809e-06,1489209618920,0
19,-1.037208,-0.17996578,0.08322913,37.77439,-122.41713,-0.027115576,-0.03781079,0.14631602,-4.7310777,-4.7271814,0.0,1489209619253,0
20,-0.9478241,-0.12747462,0.3019473,37.77439,-122.41713,0.020730665,0.031595703,0.0603032,-5.120147,-5.11593,3.4122809e-06,1489209619586,0
21,-0.7658,0.2396,0.2038,37.77439,-122.41713,-0.0471,0.07871429,-0.045714285,-5.509216,-5.5046782,0.0,1489209619920,0
22,-0.89753354,0.097867504,0.2571661,37.77436,-122.41717,0.01062317,-0.032053314,0.0037438709,-6.0274734,-6.0896873,-0.3177811,1489209620253,0
23,-0.8329499,0.0465161,0.3459828,37.77436,-122.41717,0.005036286,0.026895303,0.028801713,-6.5865273,-6.736674,-0.3514943,1489209620586,0
24,-1.05885,0.02075,0.2036,37.77436,-122.41717,0.0279,-0.08594286,0.0218,-7.1455812,-7.3836603,-0.29310587,1489209620920,0
25,-1.006033,0.021701686,0.2828077,37.77428,-122.41729,-0.15362515,-0.22966793,0.05307587,-7.849909,-8.129391,-0.063239284,1489209621253,0
26,-1.0491935,-0.009,0.3404035,37.77428,-122.41729,-0.045220688,-0.0048549967,-0.021644589,-8.600113,-8.906305,-3.53452e-06,1489209621586,0
27,-0.74678946,-0.17031579,0.35763156,37.77428,-122.41729,0.030745454,0.13382727,-0.034972727,-9.350317,-9.683219,1.7672601e-06,1489209621920,0
28,-1.1008946,-0.03796479,0.31994817,37.77419,-122.417404,0.008569629,-0.106066026,0.05394851,-9.9703,-10.325274,1.76726e-06,1489209622253,0
29,-0.9671938,-0.00015798469,0.3855085,37.77419,-122.417404,-0.0016293678,0.053527683,0.022763425,-10.549161,-10.924745,0.0,1489209622586,0
30,-1.0951053,-0.14747368,0.27305263,37.77419,-122.417404,-0.062254544,-0.107463636,0.03821818,-11.128021,-11.524215,-1.76726e-06,1489209622920,0
31,-1.017949,-0.068933055,0.17676643,37.77409,-122.41753,-0.04333301,0.09437688,0.0052368618,-11.664648,-12.0799465,1.76726e-06,1489209623253,0
32,-1.0195497,-0.17603327,0.35736677,37.77409,-122.41753,0.03651281,0.07829865,0.059213713,-12.187939,-12.621868,0.0,1489209623586,0
33,-1.039,0.123,-0.068,37.77409,-122.41753,-0.088022724,0.3095909,0.040218182,-12.711229,-13.16379,0.0,1489209623920,0
34,-0.99200004,-0.120833166,-0.10233433,37.77396,-122.41768,-0.0049668457,0.06853999,0.07586332,-13.097673,-13.524322,0.0838632,1489209624253,0
35,-0.99308765,0.028596718,0.11084231,37.77396,-122.41768,-0.035833154,0.012420556,0.0059714634,-13.440905,-13.827574,0.10574727,1489209624586,0
36,-1.0471053,-0.11242105,0.05673684,37.77396,-122.41768,-0.01497619,-0.11390476,0.07105238,-13.784135,-14.130825,0.10085466,1489209624920,0
37,-1.0309472,-0.11433325,-0.017263249,37.77384,-122.41783,-0.015763532,-0.019021219,0.048157528,-14.0561905,-14.089952,0.6428223,1489209625253,0
38,-0.898966,0.034950282,-0.04881664,37.77384,-122.41783,-0.003903297,0.034855623,0.095469676,-14.305773,-13.940409,0.8098065,1489209625586,0
39,-1.181,0.06621052,-0.10126316,37.77384,-122.41783,-0.015266667,-0.050533332,0.050466668,-14.555352,-13.790865,0.80379355,1489209625920,0
40,-0.8825996,0.083867185,-0.14340009,37.773712,-122.417984,-0.06057919,-0.011214809,0.06359373,-14.582045,-13.723722,0.19198689,1489209626253,0
41,-1.0559666,-0.031266406,0.051566664,37.773712,-122.417984,-0.07014477,-0.06056665,0.05498893,-14.538353,-13.682601,3.2081714e-06,1489209626586,0
42,-1.0121579,-0.012526316,0.09378947,37.773712,-122.417984,-0.0356,0.0204,0.0492,-14.494659,-13.64148,0.0,1489209626920,0
43,-1.0397888,0.020333253,0.09785973,37.77357,-122.418144,0.011466936,-0.11725638,0.08301118,-14.534302,-14.006723,-0.6778758,1489209627253,0
44,-1.053562,-0.026070647,0.066368334,37.77357,-122.418144,-0.011208197,0.0251516,0.03306187,-14.600264,-14.500294,-0.86215764,1489209627586,0
45,-0.9403684,-0.035842106,0.113,37.77357,-122.418144,-0.034733333,0.050233334,0.0317,-14.666224,-14.993863,-0.8297209,1489209627920,0
46,-1.0127662,-0.03586697,0.07216681,37.773445,-122.418304,-0.086952105,-0.086501256,0.04646975,-14.934488,-15.372153,-0.19447218,1489209628253,0
47,-1.0207337,-0.04773385,0.15320015,37.773445,-122.418304,-0.023337005,-0.026672496,0.09301514,-15.266642,-15.714039,3.51371e-06,1489209628586,0
48,-0.9275789,0.033631578,0.08021053,37.773445,-122.418304,-0.016342858,-0.021209523,0.09231905,-15.598794,-16.055925,0.0,1489209628920,0
49,-0.8475111,0.07485813,-0.011683658,37.773296,-122.41849,0.0129721565,-0.2861138,0.2033997,-15.907995,-16.37419,-3.51371e-06,1489209629253,0
