,acceleration_x,acceleration_y,acceleration_z,gps_lat,gps_long,gyro_x,gyro_y,gyro_z,speed_x,speed_y,steer,timestamp,turn
0,-1.006,-0.017,0.088,40.796097,-74.48086,-0.0756,-0.0246,0.0103,-3.0354228,2.9009988,0.0,1490507319644,0
1,-1.0219668,-0.030966638,0.07976671,40.796104,-74.48086,-0.08251996,-0.05048334,-0.0072349645,-3.225795,3.0829406,0.0,1490507319977,0
2,-1.0035666,-0.022800049,0.066966735,40.796116,-74.48089,-0.076284975,-0.029831689,0.012535036,-3.3959546,3.2455645,0.0,1490507320310,0
3,-1.0245,-0.0443,0.0487,40.796124,-74.48089,-0.050055,-0.018115,-0.034855,-3.5646386,3.4067783,0.0,1490507320644,0
4,-0.9914,-0.009666626,0.072833315,40.796135,-74.48089,-0.05530005,-0.0434666,-0.00443817,-3.733323,3.5679924,0.0,1490507320977,0
5,-1.0280164,-0.09749988,-0.0026166139,40.79614,-74.48093,-0.056566685,-0.048333336,0.0047667613,-3.7919579,3.6240306,0.0,1490507321310,0
6,-1.0485,0.0099,-0.0215,40.796143,-74.48093,-0.0586,-0.0118,0.0103,-3.8425632,3.6723948,0.0,1490507321644,0
7,-0.9488667,-0.034483336,-0.029116761,40.796146,-74.48093,-0.04423324,-0.013199939,-0.007999978,-3.8931682,3.7207592,3.2605117e-06,1490507321977,0
8,-1.0201666,-0.06656672,0.006500122,40.796165,-74.48092,-0.03670001,-0.03623328,-0.007999892,-2.915978,4.275913,12.004969,1490507322310,3
9,-0.99395,-0.0012,0.0289,40.796192,-74.48092,-0.0242,-0.0256,-0.0276,-1.8637986,4.868042,13.342158,1490507322644,3
10,-0.9883666,-0.037216734,-0.015450012,40.79622,-74.48092,-0.05993334,-0.024200061,0.010766607,-0.8116194,5.460171,12.495306,1490507322977,3
11,-1.0077333,0.011800085,-0.02106676,40.796238,-74.48099,-0.08150675,-0.011136701,-0.0145433815,-0.7168722,5.3280163,0.7917496,1490507323310,0
12,-1.0104,0.0166,-0.0214,40.796253,-74.48099,-0.106985,-0.038705,-0.0124,-0.69198096,5.143017,0.0,1490507323644,0
13,-1.0008665,0.042733423,-0.03113335,40.796272,-74.48099,-0.12963168,-0.004080039,-0.03675165,-0.66708964,4.9580173,8.3859254e-07,1490507323977,0
14,-0.979,0.055733263,-0.027399952,40.796284,-74.48101,-0.17637834,-0.04182841,-0.027048323,-0.6351559,4.7206755,-8.3859254e-07,1490507324310,0
15,-1.0206,0.0644,-0.0258,40.796295,-74.48101,-0.19938,-0.01321,0.00014,-0.6027084,4.479515,-8.3859254e-07,1490507324644,0
16,-1.0396,0.10373324,-0.015599951,40.796303,-74.48101,-0.2588917,-0.06462003,-0.010208233,-0.5702608,4.238355,1.6771851e-06,1490507324977,0
