,acceleration_x,acceleration_y,acceleration_z,gps_lat,gps_long,gyro_x,gyro_y,gyro_z,speed_x,speed_y,steer,timestamp,turn
0,-1.013,-0.03,-0.08,37.774433,-122.41913,0.0126,0.034,-0.0096,0.67638254,-2.820019,0.0,1490502515678,0
1,-1.0374997,-0.069899976,-0.10023347,37.774433,-122.41913,-0.006333252,0.061933428,-0.00926661,0.6776482,-2.825296,0.0,1490502516011,0
2,-0.99280006,-0.09831647,-0.11131671,37.774433,-122.41912,0.007966715,0.03259984,0.0024332996,0.711856,-2.9679174,0.0,1490502516344,0
3,-0.98055,-0.0538,-0.0311,37.774433,-122.41912,0.02,0.0288,0.0245,0.7460639,-3.1105394,8.0732946e-07,1490502516678,0
4,-0.9420172,-0.10438314,-0.04155001,37.774403,-122.41912,0.0018667786,-0.0038665063,-0.0039333934,0.78147984,-3.2581978,-8.0732946e-07,1490502517011,0
5,-0.96935004,-0.046883482,-0.04420044,37.774403,-122.41911,0.01626672,0.0018670777,0.01879997,0.84834063,-3.5369582,0.0,1490502517344,0
6,-0.94515,-0.00325,-0.0687,37.774403,-122.41911,0.049,0.0246,-0.0085,0.9152014,-3.8157191,1.6146589e-06,1490502517678,0
7,-1.074016,-0.10124994,-0.047716882,37.774372,-122.419106,-0.035733003,0.10253262,-0.0060999817,0.98168826,-4.09292,-2.4219883e-06,1490502518011,0
8,-0.99034977,-0.019350037,-0.065383606,37.774372,-122.419106,0.0032668493,-0.0067000682,-0.0038666236,1.0384423,-4.329542,0.0,1490502518344,0
9,-0.9723,-0.035,-0.0552,37.774372,-122.4191,0.0418,-0.0232,-0.0223,1.0951962,-4.566165,8.0732946e-07,1490502518678,0
10,-1.0297661,-0.0070997803,-0.07651659,37.77433,-122.4191,0.006366797,0.1251658,0.027900018,1.1522378,-4.8039865,8.0732946e-07,1490502519011,0
11,-1.1057339,-0.097582825,-0.054617126,37.77433,-122.41909,-0.055665378,0.15986635,0.00863317,1.2167662,-5.073023,-8.0732946e-07,1490502519344,0
12,-1.033,-0.13415,-0.0756,37.77433,-122.41908,-0.0513,0.2262,-0.0002,1.2812948,-5.3420596,0.0,1490502519678,0
