,acceleration_x,acceleration_y,acceleration_z,gps_lat,gps_long,gyro_x,gyro_y,gyro_z,speed_x,speed_y,steer,timestamp,turn
0,-1.019,0.044,-0.016,37.790348,-122.40003,0.001,-0.0128,0.0171,0.11310034,0.11317381,0.0,1489712657657,1
1,-0.9830667,0.040466614,-0.03299994,37.790348,-122.40003,0.009231744,0.0106916325,-0.00022828979,0.11310034,0.11317381,0.0,1489712657990,1
2,-1.0043,0.04081664,-0.023983264,37.790348,-122.40003,0.010073351,-0.0014865503,0.011213285,0.076493524,0.07654321,0.0,1489712658323,1
3,-0.9918,0.0407,-0.03705,37.790348,-122.40003,-0.00254,0.0028,-0.00188,0.03879342,0.038818616,0.0,1489712658657,1
4,-0.99293345,0.03964999,-0.025333252,37.790348,-122.40003,0.011059995,0.009426658,0.0056533767,0.0010933125,0.0010940228,0.0,1489712658990,1
5,-1.00785,0.04334999,-0.027516615,37.790348,-122.40003,0.0015600171,-0.0034399098,0.0105399955,0.0,0.0,0.0,1489712659323,1
6,-0.9915,0.0415,-0.0355,37.790348,-122.40003,0.0051,-0.002925,-0.000225,0.0,0.0,0.0,1489712659657,1
7,-1.0000001,0.03833335,-0.024999952,37.790348,-122.40003,0.0127,0.004633247,0.0062417104,0.0,0.0,0.0,1489712659990,1
8,-0.9975001,0.047500037,-0.038166687,37.790348,-122.40003,0.0006166968,-0.0010083338,0.0040917103,0.0,0.0,0.0,1489712660323,1
9,-0.9925,0.038,-0.03,37.790348,-122.40003,0.01165,0.001525,0.001175,0.0,0.0,0.0,1489712660657,1
10,-1.0143335,0.04625006,-0.01621659,37.790348,-122.40003,0.007683295,-0.0002034021,0.011469992,0.0,0.0,0.0,1489712660990,1
11,-0.9985502,0.042216662,-0.03948336,37.790348,-122.40003,0.0042566615,-0.009789901,-0.00033993163,0.0,0.0,0.0,1489712661323,1
12,-0.975,0.039,-0.03545,37.790348,-122.40003,0.00213,0.02208,-0.00405,0.0,0.0,0.0,1489712661657,1
13,-1.0101498,0.042416688,-0.041450158,37.790348,-122.40003,0.0036631995,-0.014906524,0.0013632239,0.0,0.0,0.0,1489712661990,1
