,acceleration_x,acceleration_y,acceleration_z,gps_lat,gps_long,gyro_x,gyro_y,gyro_z,speed_x,speed_y,timestamp
0,1.09,0.049,0.133,40.700546,-73.897644,0.0437,0.0373,-0.018,-4.5086074,-0.61234224,1490219663710
1,0.98067033,0.013240381,0.08281354,40.700546,-73.897644,0.015369537,-0.031149603,-0.011817352,-4.5086074,-0.61234224,1490219663742
2,0.97150856,0.033938598,0.111579105,40.700546,-73.897644,0.015439097,-0.07464533,0.006196392,-4.5086074,-0.61234224,1490219663775
3,0.99083227,0.037909266,0.10713445,40.700546,-73.897644,0.024504025,-0.01378542,-0.002462196,-4.5086074,-0.61234224,1490219663808
4,1.0709205,0.021222217,0.059630174,40.700546,-73.897644,0.028881684,-0.028159682,-0.0072053466,-4.5086074,-0.61234224,1490219663841
5,1.0508646,0.044240613,0.05153728,40.700546,-73.897644,0.023642626,-0.11245589,0.0065291966,-4.5086074,-0.61234224,1490219663874
6,0.99715793,0.052515797,0.071368165,40.700546,-73.897644,0.023081372,-0.038985595,0.010617395,-4.5086074,-0.61234224,1490219663907
7,1.0403501,0.043561522,0.0539259,40.700546,-73.897644,0.028415961,0.026707547,0.009696989,-4.5086074,-0.61234224,1490219663940
8,1.0551581,0.018389063,0.050496776,40.700546,-73.897644,0.035020597,-0.019551191,0.0251871,-4.5086074,-0.61234224,1490219663973
9,0.9939459,0.028987879,0.065732285,40.700546,-73.897644,0.032703917,-0.049538873,0.024738636,-4.5086074,-0.61234224,1490219664005
10,0.96234775,0.040210206,0.08876816,40.700546,-73.897644,0.04421173,-0.00061704346,0.020404095,-4.5086074,-0.61234224,1490219664038
11,0.97951686,-0.0046950197,0.06036437,40.700546,-73.897644,0.04872706,-0.007620209,0.029273212,-4.5086074,-0.61234224,1490219664071
12,0.9703164,-0.02039502,0.061657716,40.700546,-73.897644,0.037420023,-0.048426386,0.024364932,-4.5086074,-0.61234224,1490219664104
13,0.92356324,-0.017508069,0.08639475,40.700546,-73.897644,0.04080893,-0.057667,0.016823228,-4.5086074,-0.61234224,1490219664137
14,0.9797886,0.0077019045,0.06017971,40.700546,-73.897644,0.038043562,-0.017610345,0.009727981,-4.5086074,-0.61234224,1490219664170
