,acceleration_x,acceleration_y,acceleration_z,gps_lat,gps_long,gyro_x,gyro_y,gyro_z,speed_x,speed_y,timestamp,linear_speed,steer,course
0,1.052,0.08,-0.089,40.7686,-73.8825,-0.0324,0.0231,0.018,20.52878,13.678749,1490293883793,24.668582904,0.0,0.983033346363
1,0.9421754,0.022799682,-0.05696782,40.768604,-73.88249,-0.04280445,-0.010942625,0.027583044,20.515055,13.67589,1490293883827,24.6555764269,0.0,0.98282117076
2,1.0474211,0.03809868,-0.12088814,40.76861,-73.882484,-0.05643746,0.047412895,0.019895518,20.50133,13.673031,1490293883861,24.642571061,0.0,0.982608771191
3,0.9791641,-0.008659973,-0.08460404,40.768616,-73.88248,-0.010106214,0.010325055,0.023760796,20.487606,13.670172,1490293883895,24.6295676397,0.0,0.982396169857
4,0.9809785,0.032397315,-0.06013152,40.76862,-73.88247,-0.019761236,0.016568685,0.03711581,20.473879,13.667314,1490293883930,24.616563393,0.0,0.982183242474
5,1.0700538,0.008492859,-0.091614015,40.768623,-73.88246,-0.026787978,0.033880807,0.047438275,20.460155,13.664454,1490293883964,24.6035616475,0.0,0.981970225335
6,1.062784,-0.02337395,-0.06434404,40.768627,-73.882454,-0.022975579,0.076255135,0.038292814,20.44643,13.661595,1490293883998,24.5905607437,0.0,0.981756926543
7,1.0760719,0.010375781,-0.018082812,40.76863,-73.88244,-0.016171992,0.07062676,0.056133945,20.438463,13.662452,1490293884032,24.5844130386,0.0,0.981547902198
8,1.0868105,-0.030751342,-0.096842654,40.768635,-73.88243,-0.0050716894,0.05290981,0.05403409,20.430758,13.663475,1490293884067,24.5785764749,0.0,0.981339085041
9,1.0495284,-0.073848434,-0.01615918,40.76864,-73.88242,-0.008339209,0.107176706,0.028574,20.42305,13.664499,1490293884101,24.572739046,0.0,0.981130066982
10,1.0831269,-0.0019433959,-0.01072384,40.768646,-73.882416,-0.013745266,0.021773327,0.035613988,20.415344,13.665523,1490293884135,24.5669043533,0.0,0.980920994887
11,1.0756435,-0.03590161,-0.027971374,40.76865,-73.88241,0.013142968,0.08101871,0.0246105,20.407639,13.666546,1490293884169,24.5610710093,0.0,0.980711879951
12,1.083214,-0.034214098,-0.087599404,40.768654,-73.8824,-0.031927746,0.07123142,0.014122382,20.399933,13.66757,1490293884204,24.5552384657,0.0,0.98050260917
13,1.0290489,-0.05406295,-0.026944054,40.768658,-73.88239,-0.011152823,0.04518511,0.018569894,20.392227,13.668593,1490293884238,24.5494064413,0.0,0.980293272795
14,1.0248086,-0.023558594,-0.036382813,40.76866,-73.882385,-0.0003875,0.020940859,0.02170836,20.38452,13.669617,1490293884272,24.5435752195,0.0,0.980083780413
15,1.0350204,-0.02497893,-0.058140162,40.768665,-73.88238,-0.007625769,0.050789587,0.007819824,20.376814,13.67064,1490293884306,24.5377453488,0.0,0.979874245019
16,0.9568658,0.015838867,0.021429533,40.76867,-73.88237,-0.027089259,-0.003071084,0.030596523,20.369106,13.671664,1490293884341,24.5319154525,0.0,0.979664530764
17,0.9258446,-0.030091772,0.010432544,40.768677,-73.882355,-0.0036273682,0.02861399,0.02939796,20.3614,13.672688,1490293884375,24.526088296,0.0,0.979454762279
18,0.9012549,0.0023287719,-0.06776847,40.76868,-73.88235,-0.05679143,-0.019243889,0.025429057,20.353695,13.673712,1490293884409,24.5202630494,0.0,0.979244916844
19,0.93363285,0.04894702,-0.06418628,40.768684,-73.88234,-0.007720781,-0.017677918,0.015964948,20.34599,13.674734,1490293884443,24.5144377674,0.0,0.9790350394
20,0.9303887,0.12825795,-0.04833922,40.76869,-73.88233,-0.0020388672,0.03648639,0.08271484,20.338282,13.675758,1490293884478,24.5086121922,0.0,0.978824926177
21,1.0292289,-0.104623,0.024678394,40.768692,-73.882324,0.026209058,0.024576658,0.106520556,20.330578,13.676783,1490293884512,24.5027915765,0.0,0.978614770311
22,0.9197046,-0.065549195,0.036475588,40.768696,-73.88232,0.020962732,-0.053196415,0.09449936,20.32287,13.677807,1490293884546,24.4969681668,0.0,0.978404457282
23,0.8839311,0.083111085,0.025513476,40.768703,-73.88231,-0.032091554,-0.018100977,0.10765286,20.315165,13.678829,1490293884580,24.4911472126,0.0,0.9781941804
24,1.1031111,0.041619923,0.00030996095,40.768707,-73.8823,0.023902887,-0.0037814868,0.13535061,20.307457,13.679853,1490293884615,24.485325971,0.0,0.977983667351
25,0.9559996,-0.12983535,0.052087206,40.76871,-73.88229,0.034185488,-0.016306328,0.09725263,20.299751,13.680877,1490293884649,24.4795074736,0.0,0.977773099851
26,1.1178312,-0.07616698,-0.067196324,40.768715,-73.882286,-0.007861194,0.09456066,0.048943114,20.292046,13.6819,1490293884683,24.4736903322,0.0,0.977562488959
27,1.0475478,-0.041081164,-0.012582617,40.76872,-73.88228,-0.046856456,0.04761841,0.030292246,20.284338,13.682922,1490293884717,24.4678712306,0.0,0.977351743249
28,1.0692118,-0.0919453,0.022357447,40.768723,-73.88226,-0.014594308,0.02899514,0.018735874,20.276632,13.683947,1490293884752,24.4620565522,0.0,0.977140841363
29,1.038405,-0.10020845,-0.0095922975,40.76873,-73.882256,-0.029573707,0.054632977,-0.0025637536,20.268927,13.684971,1490293884786,24.4562432316,0.0,0.976929895968
30,1.0879608,-0.06747857,-0.023801025,40.768734,-73.88225,-0.022695083,0.086529136,-0.024360351,20.261219,13.685994,1490293884820,24.450427954,0.0,0.976718815486
31,1.0155518,-0.05593721,0.06452119,40.768738,-73.88224,-0.05290207,0.0569678,-0.028287597,20.253513,13.687018,1490293884854,24.4446159834,0.0,0.9765076465
32,1.0402839,-0.03339385,0.019946288,40.76874,-73.88223,-0.028748613,0.03426323,-0.022970654,20.245808,13.688042,1490293884889,24.4388059317,0.0,0.976296400002
33,1.0388465,-0.053021118,-0.0349021,40.768745,-73.882225,-0.023836099,0.03307733,-0.038450006,20.238102,13.689065,1490293884923,24.4329955825,0.0,0.976085064017
34,1.0478588,-0.011519238,-0.021205347,40.76875,-73.88222,-0.04218774,0.065394774,-0.05206176,20.230396,13.690089,1490293884957,24.4271868856,0.0,0.975873593598
35,0.991,0.041308507,0.06431096,40.768757,-73.88221,-0.044967927,-0.012874608,-0.028905507,20.222689,13.6911125,1490293884991,24.4213781732,0.0,0.975662016589
36,1.006877,-0.0035604248,0.0012197876,40.76876,-73.8822,-0.0036683935,0.013984661,-0.025929548,20.222101,13.696955,1490293885026,24.4241672351,0.0,0.975450436712
37,1.0145018,0.01778158,-0.009220764,40.768764,-73.882195,-0.024026781,0.06877439,-0.03546117,20.22373,13.704296,1490293885060,24.4296333163,0.0,0.97523903447
38,0.9447941,0.05209314,0.026284326,40.76877,-73.88218,-0.028456649,-0.012686892,-0.014133138,20.225359,13.7116375,1490293885094,24.4351007694,0.0,0.975027709882
39,0.8879731,0.0542583,0.045231935,40.768772,-73.88217,-0.03346002,-0.038296103,0.0058735744,20.226988,13.718979,1490293885128,24.4405693132,0.0,0.974816479851
40,0.97393286,0.03203357,-0.02485371,40.768776,-73.882164,-0.015006152,0.027550695,0.0020461304,20.228615,13.726321,1490293885163,24.4460375729,0.0,0.974605281471
41,0.94697356,0.03150215,-0.031748924,40.76878,-73.88216,-0.015816221,0.023279497,0.008520415,20.230246,13.733663,1490293885197,24.4515102318,0.0,0.974394269447
42,0.9124166,0.07714148,0.027064087,40.768787,-73.88215,-0.024318757,-0.0050422987,0.025713438,20.231873,13.741004,1490293885231,24.4569801083,0.0,0.974183293801
43,0.97415113,0.045575574,-0.004512146,40.76879,-73.88214,0.003110614,-0.0026066955,0.042663127,20.233501,13.748345,1490293885265,24.4624518999,0.0,0.973972435488
44,0.9951705,0.027116468,-0.031869262,40.768795,-73.88213,-0.007974911,0.009908202,0.044483572,20.23513,13.755687,1490293885300,24.4679261679,0.0,0.973761660671
45,1.0014769,0.0024898315,-0.027959326,40.7688,-73.882126,-0.012998877,0.05901528,0.041992594,20.23676,13.763029,1490293885334,24.4734023493,0.0,0.973551003136
46,1.0503333,0.037074022,-0.063018456,40.768803,-73.88211,-0.033370458,0.053020604,0.05664253,20.238388,13.7703705,1490293885368,24.4788776815,0.0,0.973340410788
47,0.98437536,-0.021953857,-0.015763085,40.768806,-73.8821,0.012574114,0.008012302,0.0579,20.240017,13.777712,1490293885402,24.4843549254,0.0,0.97312993562
48,1.1238768,-0.009862549,-0.11064458,40.76881,-73.882095,-0.008242485,0.1448674,0.031898793,20.241646,13.785053,1490293885437,24.4898329721,0.0,0.972919571483
49,1.021907,0.006041455,0.013585449,40.768818,-73.88209,-0.01826088,0.015219185,0.04976589,20.243273,13.792395,1490293885471,24.4953110123,0.0,0.972709221736
50,0.9887911,0.0065332274,0.05413767,40.76882,-73.88208,-0.027694413,0.042856086,0.046510223,20.244904,13.799738,1490293885505,24.5007940042,0.0,0.972499024288
51,1.0718505,-0.05202903,-0.035072573,40.768826,-73.88207,-0.011598451,0.046310965,0.036564093,20.246532,13.807079,1490293885539,24.5062744729,0.0,0.972288919363
52,0.9958096,-0.04187307,0.02185724,40.76883,-73.882065,-0.016962538,0.039689496,0.014068478,20.248161,13.814421,1490293885574,24.5117574125,0.0,0.972078897692
53,1.0815086,-0.0025722657,-0.03691328,40.768833,-73.88206,-0.07027151,0.09060559,-0.0013320801,20.249788,13.821762,1490293885608,24.5172392171,0.0,0.971868957667
54,0.9897609,-0.014656567,0.06133623,40.768837,-73.88204,-0.013738167,-0.049248368,0.012174776,20.251417,13.829103,1490293885642,24.5227237535,0.0,0.971659157503
55,1.0110631,-0.022770995,0.036254637,40.76884,-73.882034,-0.016317973,0.041117575,0.015264302,20.253046,13.836445,1490293885676,24.528209933,0.0,0.971449417508
56,0.9484042,0.033313844,-0.008338379,40.76885,-73.88203,-0.037233092,-0.0083257295,0.026718799,20.254673,13.843786,1490293885711,24.5336949755,0.0,0.971239758977
57,0.97655886,-0.044054408,-0.01728385,40.768852,-73.88202,-0.0061748866,0.004421007,0.023254856,20.256302,13.851128,1490293885745,24.5391833113,0.0,0.971030206546
58,1.0265616,-0.01630542,-0.060128078,40.768856,-73.88201,-0.041259356,-0.0021264136,-0.004652117,20.25793,13.858469,1490293885779,24.5446713343,0.0,0.970820758462
59,0.992951,-0.055199403,-0.09393079,40.76886,-73.882,0.03604587,0.060617384,-0.01625244,20.25956,13.865811,1490293885813,24.5501626488,0.0,0.970611416426
60,0.9671498,0.061628282,-0.04298584,40.768864,-73.881996,-0.07577106,0.11092302,-0.0074804565,20.261189,13.873154,1490293885848,24.5556547785,0.0,0.970402111418
61,1.0455823,-0.028600048,-0.0034457275,40.768867,-73.88199,0.03498318,0.012285537,0.00723407,20.262817,13.880494,1490293885882,24.5611454631,0.0,0.970192977785
62,0.955584,0.050886963,-0.045614745,40.768875,-73.88197,-0.056251813,0.024996001,0.016417569,20.264446,13.8878355,1490293885916,24.5666388943,0.0,0.969983910289
63,1.0797049,-0.1417589,0.057990357,40.76888,-73.881966,0.02949884,0.06888175,0.0028813356,20.266073,13.895178,1490293885950,24.5721323147,0.0,0.969774856691
64,0.91425645,0.08769414,0.035148438,40.768883,-73.88196,-0.011180761,0.0098656835,0.042889103,20.267704,13.902519,1490293885985,24.5776292587,0.0,0.969566038944
65,1.038117,-0.01412793,0.0105959475,40.768887,-73.88195,-0.013443762,0.025330473,0.051902622,20.268728,13.905909,1490293886019,24.580391369,0.0,0.969475873681
66,0.9954493,-0.058794618,0.046725307,40.76889,-73.88194,0.04033461,0.00682702,0.047099248,20.26929,13.906297,1490293886053,24.5810742922,0.0,0.969475792342
67,1.0084537,0.0068487427,-0.022588013,40.768894,-73.881935,-0.06216354,0.103438556,0.031917226,20.269857,13.906684,1490293886087,24.5817607725,0.0,0.969475859625
68,0.9986501,-0.0205255,0.04366571,40.768898,-73.88193,0.016568482,-0.03244052,0.03799935,20.270422,13.907072,1490293886122,24.5824461694,0.0,0.969475847332
69,1.0411412,-0.016251758,-0.040563185,40.768906,-73.88192,-0.044239137,0.038724046,0.028191114,20.270987,13.907458,1490293886156,24.5831304348,0.0,0.969475902126
70,1.0703354,-0.033278394,-0.082250096,40.76891,-73.88191,0.039423488,0.013931518,0.019674426,20.271551,13.907846,1490293886190,24.5838150071,0.0,0.969475866821
71,0.99701756,0.0024794922,-0.064526364,40.768913,-73.881905,-0.052778732,0.013798809,0.026960507,20.272116,13.908234,1490293886224,24.584500404,0.0,0.96947585453
72,1.0213958,-0.04635166,-0.01910996,40.768917,-73.8819,-0.00942447,0.06945109,0.020769954,20.27268,13.908621,1490293886259,24.5851844106,0.0,0.969475852768
73,0.99563396,-0.03576897,-0.048012305,40.76892,-73.88188,-0.016494015,0.049312327,0.025033271,20.273247,13.909009,1490293886293,24.5858714567,0.0,0.969475886498
74,0.97756124,-0.009521069,0.014935364,40.768925,-73.881874,-0.0033732129,0.053066734,0.028113268,20.273811,13.909397,1490293886327,24.586556029,0.0,0.969475851197
75,0.99039555,-0.0012003419,-0.0397453,40.76893,-73.88187,-0.01866229,0.077322446,0.024919624,20.274376,13.909784,1490293886362,24.5872408602,0.0,0.969475872445
76,0.98864806,-0.024561279,-0.028905578,40.768932,-73.88186,-0.021103233,-0.01530888,0.036007334,20.27494,13.9101715,1490293886396,24.5879251496,0.0,0.969475853914
77,1.1096232,-0.06968039,-0.011926245,40.76894,-73.88185,-0.0066135377,0.07538067,0.007970344,20.275505,13.910559,1490293886430,24.5886102636,0.0,0.969475858393
78,1.0752372,0.030262304,-0.05692832,40.768944,-73.88184,0.0101672085,0.06943616,0.029616736,20.27607,13.910946,1490293886464,24.5892950948,0.0,0.969475879638
79,1.076606,-0.01787124,-0.10820837,40.768948,-73.881836,-0.040919486,0.06400814,0.024108326,20.276634,13.911333,1490293886499,24.5899791014,0.0,0.969475877876
80,1.0154823,-0.074035354,0.0858834,40.76895,-73.88183,-0.051120356,0.06271195,0.011482153,20.2772,13.911722,1490293886533,24.5906658886,0.0,0.969475855061
81,1.0759977,0.004943384,-0.054836854,40.768955,-73.88182,0.035748765,0.023526914,0.005082599,20.277765,13.912109,1490293886567,24.5913507198,0.0,0.969475876304
82,0.9966923,0.0049674683,0.043443773,40.76896,-73.88181,-0.049734946,0.029535184,0.02398651,20.278332,13.9124975,1490293886601,24.5920380487,0.0,0.96947589326
83,1.06522,-0.025407165,-0.039837133,40.768963,-73.8818,-0.013662263,0.077806264,-0.012251422,20.278896,13.912885,1490293886636,24.5927223382,0.0,0.969475874733
84,0.9563686,-0.013802612,0.010168152,40.76897,-73.88179,-0.032615338,-0.03567716,-0.0052892165,20.27946,13.913273,1490293886670,24.5934069105,0.0,0.969475839442
85,1.0144398,0.008721094,0.027582813,40.768974,-73.88178,0.013001582,0.040148888,-0.017655253,20.280024,13.91366,1490293886704,24.5940909171,0.0,0.969475837681
86,1.0085914,0.029199438,0.0033919923,40.76898,-73.881775,-0.027639294,0.03329519,-0.0057756007,20.280588,13.914047,1490293886738,24.5947749236,0.0,0.969475835921
87,0.99179345,-0.017721923,0.04795459,40.768982,-73.88177,-0.026449297,-0.019546816,0.0084617045,20.281153,13.914434,1490293886773,24.5954597548,0.0,0.969475857162
88,0.98301446,0.034,-4.6411133e-05,40.768986,-73.88176,-0.03697976,-0.054505467,0.020803992,20.28172,13.914822,1490293886807,24.5961468009,0.0,0.969475890878
89,0.97554606,0.008270239,-0.039955467,40.76899,-73.88175,0.004764669,-0.012264998,0.003997762,20.282284,13.91521,1490293886841,24.5968313732,0.0,0.969475855591
90,0.9696316,0.027337708,-0.082495,40.768993,-73.881744,-0.034090273,0.03452768,-0.008945918,20.282848,13.915597,1490293886875,24.5975153798,0.0,0.96947585383
91,0.9808642,-0.011886389,-0.03183651,40.768997,-73.88174,-0.043680675,0.032337982,0.0061082398,20.283413,13.915984,1490293886910,24.5982002109,0.0,0.969475875068
92,0.932,0.051178697,-0.000186792,40.769005,-73.88173,-0.007915938,-0.07108555,0.031733613,20.283978,13.916372,1490293886944,24.5988856078,0.0,0.969475862784
93,1.0053655,0.025692627,-0.04427771,40.76901,-73.88172,-0.02541287,0.027154326,0.032995485,20.284542,13.9167595,1490293886978,24.5995698973,0.0,0.969475844262
94,0.8912617,0.0124077145,-0.0340438,40.769012,-73.88171,-0.017222632,-0.020072192,0.043501392,20.283134,13.922874,1490293887012,24.6018687356,0.0,0.969238524823
95,0.97792226,-0.013137695,-0.06976687,40.769016,-73.8817,-0.03441239,0.0018060254,0.034989327,20.278425,13.938567,1490293887047,24.6068724241,0.0,0.968604428548
96,1.0038306,-0.014115625,-0.0340332,40.76902,-73.88169,0.0069003026,0.051978283,0.02538337,20.273714,13.954261,1490293887081,24.6118849219,0.0,0.967970510814
97,1.0220665,0.015933508,-0.09556526,40.769024,-73.88168,-0.027512562,0.041205127,0.03122779,20.269005,13.969954,1490293887115,24.6169083853,0.0,0.967336931045
