,acceleration_x,acceleration_y,acceleration_z,gps_lat,gps_long,gyro_x,gyro_y,gyro_z,speed_x,speed_y,timestamp,linear_speed,steer
0,-0.911,-0.074,-0.032,40.724987,-73.99514,0.0509,0.1221,0.0096,-9.253653,3.831222,1489681597027,10.0154059258,0.0
1,-0.98506314,-0.10683212,0.023738245,40.72499,-73.99514,0.058335923,0.017723683,0.067061156,-9.249191,3.8271976,1489681597060,10.0097440339,0.0
2,-0.99803144,-0.039896045,-0.061634984,40.72499,-73.99514,-0.070197634,-0.047416918,0.00091730955,-9.24473,3.8231728,1489681597093,10.0040833179,0.0
3,-1.0498221,-0.050016295,-0.06789309,40.72499,-73.99514,0.0066163684,-0.0234511,0.0046997326,-9.240268,3.8191483,1489681597126,9.99842219799,0.0
4,-1.0093423,-0.05731543,-0.04083081,40.72499,-73.99514,0.08561245,0.07703551,0.05164599,-9.235806,3.8151238,1489681597160,9.99276148414,0.0
5,-0.91048163,-0.046130504,0.0006366333,40.724995,-73.99514,-0.029137878,0.049013652,0.02751003,-9.231344,3.811099,1489681597193,9.98710106258,0.0
6,-1.0080866,0.0055885254,-0.062324904,40.724995,-73.99514,-0.024331538,-0.102192074,-0.026836455,-9.226883,3.8070745,1489681597226,9.98144208741,0.0
7,-1.0027828,-0.08215437,-0.068979055,40.724995,-73.99514,0.028959254,0.010019977,-0.02421783,-9.222422,3.80305,1489681597259,9.97578352054,0.0
8,-0.9471834,-0.06048457,0.0074671875,40.725,-73.99514,0.006285381,-0.0027522657,-0.0035250976,-9.217959,3.799025,1489681597293,9.97012332302,0.0
9,-1.0549563,-0.03819198,-0.08996089,40.725,-73.99514,-0.06608345,-0.124709636,-0.055985898,-9.213497,3.7950008,1489681597326,9.9644647644,0.0
10,-1.042034,-0.02256128,-0.09530432,40.725,-73.99514,0.061629187,0.03512345,-0.026180005,-9.209036,3.790976,1489681597359,9.95880731222,0.0
11,-0.9987155,-0.12437041,0.014460157,40.725,-73.99514,0.0501042,0.105539374,0.02503461,-9.204575,3.7869515,1489681597392,9.95315038538,0.0
12,-1.0523211,-0.05539883,-0.047576245,40.725002,-73.99514,-0.029708093,-0.10620939,0.00022521973,-9.200112,3.7829268,1489681597426,9.94749194454,0.0
