,acceleration_x,acceleration_y,acceleration_z,gps_lat,gps_long,gyro_x,gyro_y,gyro_z,speed_x,speed_y,timestamp,linear_speed,steer,course
0,-1.0,-0.028,-0.158,37.772026,-122.411804,0.0107,0.0084,0.0,8.82432,-8.8987875,1490132414492,12.5322401203,0.0,2.36039618348
1,-1.023718,-0.03541498,-0.13956703,37.772026,-122.4118,-0.00015929321,-0.025125755,-0.01003643,8.817762,-8.892175,1490132414525,12.5229270907,0.0,2.36039623084
2,-1.0399976,0.014892224,-0.15884359,37.772026,-122.4118,0.0002803955,-0.12446002,-0.0077682375,8.811205,-8.885562,1490132414558,12.5136144102,0.0,2.36039619339
3,-0.9946879,-0.03282241,-0.10195068,37.772026,-122.4118,-0.006142432,-0.020355348,-0.022995874,8.804647,-8.878949,1490132414591,12.5043010256,0.0,2.36039621267
4,-1.0000203,-0.03866687,-0.09761621,37.772026,-122.41179,0.0104692215,-0.036223035,0.0045993114,8.79809,-8.872336,1490132414625,12.4949883451,0.0,2.36039617515
5,-0.9924295,-0.05115957,-0.15763167,37.772026,-122.41179,-0.037539527,-0.06386678,-0.009989624,8.7915325,-8.865723,1490132414658,12.4856753126,0.0,2.36039616601
6,-0.9721494,0.02176178,-0.11126155,37.772026,-122.41178,-0.0124820825,-0.03909107,-0.044295374,8.784975,-8.859111,1490132414691,12.4763629901,0.0,2.36039621329
7,-0.999,-0.027716797,-0.1473584,37.772026,-122.41178,0.011311933,-0.05466342,-0.010857156,8.778419,-8.852498,1490132414724,12.4670510138,0.0,2.36039611873
8,-1.0007081,0.060059093,-0.16709647,37.772026,-122.41177,0.019078033,-0.06595136,-0.021257019,8.771861,-8.845885,1490132414758,12.4577376291,0.0,2.36039613803
9,-1.0112838,-0.0050163697,-0.11168213,37.772026,-122.41177,-0.018394873,0.006246796,-0.087540574,8.765304,-8.8392725,1490132414791,12.4484253037,0.0,2.3603961286
10,-0.99447924,-0.017545532,-0.13039893,37.772026,-122.41177,0.0517992,-0.071107306,-0.0113862455,8.758745,-8.83266,1490132414824,12.43911157,0.0,2.36039623332
11,-1.0066059,-0.060689747,-0.1114708,37.772026,-122.411766,-0.043242287,-0.10152962,-0.059154347,8.752189,-8.826047,1490132414857,12.4297995936,0.0,2.36039613849
12,-1.0005703,-0.01584226,-0.09709707,37.772026,-122.411766,0.011355336,-0.06375073,-0.022102196,8.745631,-8.819434,1490132414891,12.420486209,0.0,2.36039615786
13,-0.95635265,-0.043111168,-0.02411582,37.772026,-122.41176,0.020799732,-0.0036835633,-0.020199731,8.739074,-8.812821,1490132414924,12.4111735285,0.0,2.36039612005
14,-0.9996115,0.004290723,-0.054847118,37.772026,-122.41176,-0.0129261995,-0.028765807,-0.043664746,8.732515,-8.806209,1490132414957,12.4018601499,0.0,2.36039625346
15,-0.9681565,-0.05227798,-0.07996499,37.772026,-122.41175,0.02828244,-0.048295595,-0.0038163427,8.725958,-8.799595,1490132414990,12.3925467593,0.0,2.36039615885
16,-0.93294513,-0.028621947,-0.061189577,37.771946,-122.41175,-0.013280989,-0.023025844,-0.0470434,8.721952,-8.795556,1490132415024,12.3868580374,0.0,2.36039620466
17,-0.9951086,0.0010242187,-0.054192968,37.771946,-122.41175,-0.01536625,-0.0026486719,-0.03396742,8.718909,-8.792486,1490132415057,12.3825354516,0.0,2.36039612958
18,-0.96915495,-0.043751977,-0.069116235,37.771946,-122.41174,0.0011716773,0.0038597535,-0.003636753,8.715864,-8.789416,1490132415090,12.3782114575,0.0,2.36039616918
19,-0.98705786,-0.03258264,-0.108512454,37.771946,-122.41174,0.010541359,0.0069705164,-0.029494138,8.71282,-8.7863455,1490132415123,12.3738878126,0.0,2.36039612297
20,-0.9811619,-0.04104048,-0.09461316,37.771946,-122.411736,0.0030021935,-0.09649651,-0.0028617152,8.709775,-8.783276,1490132415157,12.3695641735,0.0,2.36039619105
21,-0.9643457,-0.0042300783,-0.075847365,37.771946,-122.411736,-0.009332144,-0.010541509,-0.025025005,8.706731,-8.780205,1490132415190,12.3652401735,0.0,2.36039611635
22,-1.0020672,-0.069569334,-0.080760546,37.771946,-122.41173,0.02116797,0.00870039,0.006487402,8.703686,-8.777135,1490132415223,12.3609161794,0.0,2.36039615599
23,-0.9430936,-0.061254334,-0.046512134,37.771946,-122.41173,0.013394459,0.094228506,0.007399546,8.700642,-8.774065,1490132415256,12.3565928895,0.0,2.3603961382
24,-0.96003556,-0.031993724,-0.08929707,37.771946,-122.41173,-0.018208789,-0.0032177588,-0.009342676,8.6975975,-8.770995,1490132415290,12.3522692475,0.0,2.36039614915
25,-1.0029421,-0.057745606,-0.099236816,37.771946,-122.41172,0.022725219,-0.04049785,0.02752107,8.694552,-8.767924,1490132415323,12.3479441913,0.0,2.36039616058
26,-0.9434041,0.051934313,-0.04478773,37.771946,-122.41172,-0.039943375,-0.027247693,-0.029536154,8.691508,-8.764854,1490132415356,12.3436209013,0.0,2.36039614277
27,-0.87752295,0.063,-0.09254666,37.771946,-122.41171,0.0008855664,0.017854443,-0.05002564,8.688464,-8.761785,1490132415390,12.3392983214,0.0,2.36039618201
