,acceleration_x,acceleration_y,acceleration_z,gps_lat,gps_long,gyro_x,gyro_y,gyro_z,speed_x,speed_y,timestamp,linear_speed,steer
0,-0.99,0.059,0.019,38.80972,-77.21622,-0.1069,0.1305,0.0474,-13.434688,24.058569,1489669516730,27.5555000678,0.0
1,-1.0739634,-0.040902443,0.14176217,38.809727,-77.21622,0.049048766,-0.013346262,0.010051236,-13.440361,24.068727,1489669516763,27.5671348386,0.0
2,-1.1629155,-0.008193054,0.1253523,38.809734,-77.21622,-0.02836582,-0.1852743,0.002659796,-13.4460335,24.078884,1489669516796,27.5787684926,0.0
3,-0.8893392,-0.004247363,0.050696094,38.809742,-77.21622,0.005462373,0.18633072,0.028775532,-13.451707,24.089045,1489669516829,27.5904061265,0.0
4,-1.0605423,-0.013731323,0.1292637,38.80975,-77.21622,-0.008438279,-0.030140484,-0.010884809,-13.45738,24.099203,1489669516862,27.6020408974,0.0
5,-0.8883371,-0.028643798,0.049945924,38.809757,-77.21622,-0.005329285,0.12117283,0.00609657,-13.463052,24.109362,1489669516896,27.6136760538,0.0
6,-1.0028614,-0.019683398,0.018218359,38.809765,-77.21622,-0.033276428,-0.072983496,-0.0058294823,-13.468725,24.119522,1489669516929,27.6253125708,0.0
7,-0.9821157,-0.016822802,0.0215344,38.809772,-77.21622,0.004464785,0.052571747,0.010092095,-13.474398,24.12968,1489669516962,27.6369473416,0.0
8,-0.9253322,-0.059236452,0.056223024,38.80978,-77.21622,0.044272535,0.148073,0.026067346,-13.48007,24.139837,1489669516995,27.6485807518,0.0
9,-0.9953978,-0.026215576,-0.0055293455,38.809788,-77.216385,-0.026188677,-0.036710966,0.009087851,-13.486229,24.140678,1489669517029,27.6523182923,0.0
10,-1.0478905,-0.033250954,0.064068824,38.809795,-77.216385,-0.020720746,-0.05758032,-0.0057351682,-13.492456,24.140228,1489669517062,27.6549629688,0.0
11,-0.91315407,-0.056829896,0.0731701,38.809803,-77.216385,0.034760915,0.1026562,0.029712267,-13.498683,24.139776,1489669517095,27.657607056,0.0
