,acceleration_x,acceleration_y,acceleration_z,gps_lat,gps_long,gyro_x,gyro_y,gyro_z,speed_x,speed_y,timestamp
0,0.974,0.073,0.143,40.6979,-73.66028,-0.0132,0.0392,-0.0097,1.9335341,-10.649358,1489690329138
1,0.98304516,0.10786514,0.08713486,40.6979,-73.66028,0.022557458,-0.01682002,0.017897423,1.9371376,-10.644619,1489690329171
2,0.9879353,0.092479125,0.1298695,40.6979,-73.66028,-0.012873618,0.011768928,-0.00012099365,1.9407411,-10.639878,1489690329204
3,0.9987246,0.09974121,0.089948244,40.6979,-73.66028,0.014188281,-0.008011953,0.019468145,1.9443443,-10.635138,1489690329238
4,0.9739128,0.07096511,0.13208722,40.6979,-73.66028,-0.0107083935,-0.010822764,-0.009850742,1.9479477,-10.630398,1489690329271
5,0.9778959,0.07858022,0.119892456,40.6979,-73.66028,0.0019802246,-0.025255801,0.00955523,1.9515512,-10.625658,1489690329304
6,0.99883956,0.051213916,0.10748131,40.6979,-73.66027,-0.0022478455,-0.040637378,-0.0076413513,1.9551547,-10.620918,1489690329338
7,0.96663064,0.091180176,0.12736939,40.6979,-73.66027,0.009255303,0.0107244095,-0.019118018,1.9587581,-10.6161785,1489690329371
8,1.0242858,0.09278149,0.09163025,40.6979,-73.66027,0.008343203,-0.032713275,-0.0043282383,1.9623616,-10.611439,1489690329404
9,0.9848343,0.09025586,0.1364419,40.6979,-73.66027,-0.013772844,0.020203605,-0.011769976,1.965965,-10.606698,1489690329438
10,1.020279,0.094460495,0.105906986,40.6979,-73.66027,0.017830234,-0.05247204,0.0011,1.9695684,-10.601957,1489690329471
11,1.0164925,0.092047535,0.10442731,40.6979,-73.66027,0.001197041,0.008107458,-0.009826523,1.973172,-10.5972185,1489690329504
12,0.9718438,0.086829126,0.11295361,40.6979,-73.66027,0.008075879,-0.012481824,-0.013770312,1.9767754,-10.592478,1489690329538
13,1.0026385,0.07780823,0.13163285,40.6979,-73.66027,-0.0031009559,0.018927488,-0.010174653,1.9803787,-10.587738,1489690329571
14,0.9563252,0.088581055,0.12283789,40.6979,-73.66027,0.012059102,-0.009172578,-0.021729669,1.9839822,-10.582998,1489690329604
15,1.1010019,0.060529664,0.05611194,40.6979,-73.66027,-0.010095686,-0.038604174,-0.023284499,1.9875855,-10.578258,1489690329638
16,0.804091,0.09530829,0.30520546,40.6979,-73.66026,-0.03467642,0.11872391,-0.07423344,1.991189,-10.573518,1489690329671
17,1.1608031,0.03628164,0.027739258,40.6979,-73.66026,0.0208487,-0.12753858,-0.007709961,1.9947925,-10.568778,1489690329704
18,0.8848481,0.14454192,0.22753122,40.6979,-73.66026,-0.0037460267,0.063774765,-0.08828271,1.9983959,-10.564038,1489690329738
19,1.0527763,0.19327137,0.071745485,40.6979,-73.66026,-0.041007843,-0.114864066,0.051586278,2.0019994,-10.559298,1489690329771
20,0.86126775,0.13336462,0.18750733,40.6979,-73.66026,0.03227683,0.055477478,0.022171276,2.0056028,-10.554558,1489690329804
21,1.0157894,0.1039809,0.06485163,40.6979,-73.66026,-0.017470933,-0.16126487,0.05198883,2.009206,-10.549818,1489690329838
