,acceleration_x,acceleration_y,acceleration_z,gps_lat,gps_long,gyro_x,gyro_y,gyro_z,speed_x,speed_y,timestamp
0,1.02,0.071,0.049,40.673946,-73.86392,-0.0234,-0.083,-0.0136,-3.0180573,-0.56234235,1490651295397
1,0.9851331,0.04208463,0.122481935,40.673946,-73.86392,-0.04186545,-0.044999678,0.0057922853,-3.0180573,-0.56234235,1490651295430
2,0.99474084,0.03137859,0.09298507,40.673946,-73.86392,-0.028520918,-0.036970552,-0.01679886,-3.0180573,-0.56234235,1490651295463
3,0.9902775,0.028166601,0.103056446,40.673946,-73.86392,-0.045522988,-0.0084532425,-0.008310215,-3.0180573,-0.56234235,1490651295496
4,0.97146636,0.027331848,0.12158545,40.673946,-73.86392,-0.049745105,-0.045979258,-0.019820724,-3.0180573,-0.56234235,1490651295530
5,0.9971545,0.07142954,0.08040579,40.673946,-73.86392,-0.05306976,-0.015868364,-0.031262975,-3.0180573,-0.56234235,1490651295563
6,0.98624456,0.10524453,0.05691055,40.673946,-73.86392,-0.060669493,-0.03862449,-0.035519257,-3.0180573,-0.56234235,1490651295596
7,0.98816276,0.08779657,0.06910491,40.673946,-73.86392,-0.060428824,-0.030108241,-0.031618975,-3.0180573,-0.56234235,1490651295629
8,1.01522,0.076667264,0.05996184,40.673946,-73.86392,-0.068461925,-0.037910998,-0.030683082,-3.0180573,-0.56234235,1490651295663
9,0.9941324,0.10269863,0.045299415,40.673946,-73.86392,-0.082133204,-0.037130274,-0.04320625,-3.0180573,-0.56234235,1490651295696
10,1.018734,0.10121168,0.052472852,40.673946,-73.86392,-0.09952586,-0.06045395,-0.036384623,-3.0180573,-0.56234235,1490651295729
11,1.0016899,0.1132998,0.040299803,40.673946,-73.86392,-0.085103326,-0.024776755,-0.0400223,-3.0180573,-0.56234235,1490651295762
12,1.0079141,0.128375,0.0366875,40.673946,-73.86392,-0.1290764,-0.077391095,-0.039005548,-3.0180573,-0.56234235,1490651295796
13,0.98811054,0.1265342,0.01142367,40.673946,-73.86392,-0.12097104,-0.04929262,-0.048240535,-3.0180573,-0.56234235,1490651295829
14,0.98377943,0.15636274,0.023098046,40.673946,-73.86392,-0.13384373,-0.051766675,-0.0365751,-3.0180573,-0.56234235,1490651295862
15,0.9830146,0.16991945,0.021934059,40.673946,-73.86392,-0.14949045,-0.07102517,-0.027336327,-3.0180573,-0.56234235,1490651295895
16,0.98891985,0.17310202,0.014072876,40.673946,-73.86392,-0.15685803,-0.039580304,-0.026521496,-3.0180573,-0.56234235,1490651295929
17,0.9565523,0.20174526,0.04008574,40.673946,-73.86392,-0.16230546,-0.058168735,-0.010999741,-3.0180573,-0.56234235,1490651295962
18,0.9930017,0.16433533,0.016667664,40.673946,-73.86392,-0.16149074,-0.054520912,0.00650755,-3.0180573,-0.56234235,1490651295995
19,1.0009385,0.1131615,0.009011536,40.673946,-73.86392,-0.1618646,-0.048887722,-0.026104648,-3.0180573,-0.56234235,1490651296028
20,1.024523,0.049546387,-0.029546387,40.673946,-73.86392,-0.1792873,-0.025583968,-0.011231423,-3.0180573,-0.56234235,1490651296062
21,1.0428308,0.066897094,0.0017455933,40.673946,-73.86392,-0.1688381,-0.0352453,-0.0776482,-3.0180573,-0.56234235,1490651296095
22,1.0924009,0.08717621,-0.05323612,40.673946,-73.86392,-0.1911977,-0.0327511,-0.05056773,-3.0180573,-0.56234235,1490651296128
23,1.0595608,0.07898445,0.06457634,40.673946,-73.86392,-0.1934044,-0.031732786,-0.06868844,-3.0180573,-0.56234235,1490651296161
24,1.0444789,0.121352956,0.04394125,40.673946,-73.86392,-0.20612504,-0.06249659,-0.07017959,-3.0180573,-0.56234235,1490651296195
25,0.99315673,0.15534693,0.10284326,40.673946,-73.86392,-0.20886213,0.010229785,-0.07837484,-3.0180573,-0.56234235,1490651296228
26,0.9655316,0.13773681,0.10756311,40.673946,-73.86392,-0.23343055,-0.01984268,-0.07250237,-3.0180573,-0.56234235,1490651296261
27,0.95609856,0.1397946,0.10559543,40.673946,-73.86392,-0.2307519,0.008349792,-0.09033643,-3.0180573,-0.56234235,1490651296294
28,0.9504098,0.17629214,0.11137256,40.673946,-73.86392,-0.23858678,0.01744995,-0.0890696,-3.0180573,-0.56234235,1490651296328
