,acceleration_x,acceleration_y,acceleration_z,gps_lat,gps_long,gyro_x,gyro_y,gyro_z,speed_x,speed_y,timestamp,linear_speed,steer
0,-0.976,0.019,-0.063,40.73555,-73.86966,0.0263,-0.0425,-0.0208,-0.0,-0.0,1489881832724,0.0,1.0
1,-0.9954695,0.031168457,-0.06786738,40.73555,-73.86966,0.028883692,-0.033284836,-0.014340771,-0.0,-0.0,1489881832757,0.0,1.0
2,-1.0002521,0.03772461,-0.08136231,40.73555,-73.86966,0.023171388,-0.028978711,-0.0077619143,-0.0,-0.0,1489881832790,0.0,1.0
3,-1.0038663,0.036732618,-0.08380215,40.73555,-73.86966,0.013556993,-0.03391837,0.0008958789,-0.0,-0.0,1489881832823,0.0,1.0
4,-1.0014101,0.031820312,-0.08105078,40.73555,-73.86966,0.013628359,-0.032056678,0.009070078,-0.0,-0.0,1489881832856,0.0,1.0
5,-0.99480695,0.020105371,-0.06907002,40.73555,-73.86966,0.013191055,-0.046129696,0.002934453,-0.0,-0.0,1489881832890,0.0,1.0
6,-0.9731129,0.013995508,-0.066704296,40.73555,-73.86966,0.018592652,-0.0459944,-0.012957999,-0.0,-0.0,1489881832923,0.0,1.0
7,-0.9919661,0.028258463,-0.076449215,40.73555,-73.86966,0.022715371,-0.032096073,-0.017652549,-0.0,-0.0,1489881832956,0.0,1.0
8,-1.0033219,0.038491406,-0.079779685,40.73555,-73.86966,0.018608673,-0.026939843,-0.0029203126,-0.0,-0.0,1489881832989,0.0,1.0
9,-1.0061022,0.04548926,-0.084795706,40.73555,-73.86966,0.012376563,-0.013347949,0.0062479493,-0.0,-0.0,1489881833023,0.0,1.0
10,-1.0115615,0.03315078,-0.081,40.73555,-73.86966,0.0007334961,-0.03143457,0.011146699,-0.0,-0.0,1489881833056,0.0,1.0
11,-0.99490285,0.023396973,-0.066,40.73555,-73.86966,0.008524678,-0.042463604,0.011691661,-0.0,-0.0,1489881833089,0.0,1.0
12,-0.9928609,0.02293047,-0.060139064,40.73555,-73.86966,0.023371132,-0.033242736,0.00097421877,-0.0,-0.0,1489881833122,0.0,1.0
13,-0.99248,0.028655957,-0.065391995,40.73555,-73.86966,0.029553555,-0.042738438,-0.011397022,-0.0,-0.0,1489881833155,0.0,1.0
14,-0.9917156,0.03350176,-0.077857815,40.73555,-73.86966,0.025181934,-0.0286875,-0.013428222,-0.0,-0.0,1489881833189,0.0,1.0
15,-1.000203,0.038018458,-0.08409228,40.73555,-73.86966,0.013504424,-0.02635624,-0.0033386524,-0.0,-0.0,1489881833222,0.0,1.0
16,-1.0062422,0.034242187,-0.08560156,40.73555,-73.86966,0.0099240625,-0.025859375,0.011450938,-0.0,-0.0,1489881833255,0.0,1.0
17,-0.9999545,0.024340918,-0.07652256,40.73555,-73.86966,0.009174629,-0.040289044,0.009750049,-0.0,-0.0,1489881833288,0.0,1.0
