,acceleration_x,acceleration_y,acceleration_z,gps_lat,gps_long,gyro_x,gyro_y,gyro_z,speed_x,speed_y,timestamp,linear_speed,steer
0,-1.026,0.096,0.072,40.589077,-74.1491,-0.0059,-0.0309,0.0231,10.321367,-8.57705,1490739196874,13.4200001286,0.0
1,-0.7933134,-0.05230278,-0.076760545,40.589077,-74.1491,-0.06153558,-0.0664749,0.08628156,10.321367,-8.57705,1490739196907,13.4200001286,0.0
2,-0.9001436,0.09399646,0.025346484,40.589077,-74.1491,0.0058968724,0.111633815,-0.03659887,10.321367,-8.57705,1490739196940,13.4200001286,0.0
3,-1.0616193,-0.019267224,-0.011021241,40.589077,-74.1491,0.018950986,0.0005857373,-0.0034172619,10.321367,-8.57705,1490739196973,13.4200001286,0.0
4,-0.8819239,0.06882452,-0.1041339,40.589077,-74.1491,-0.040148683,0.102055185,0.02154845,10.321367,-8.57705,1490739197006,13.4200001286,0.0
5,-1.0758415,0.086083986,0.09021489,40.589077,-74.1491,0.021630352,-0.0012602295,-0.06592304,10.321367,-8.57705,1490739197039,13.4200001286,0.0
6,-0.894473,0.03568507,-0.16421832,40.589077,-74.1491,0.032914508,-0.046597227,-0.05065044,10.321367,-8.57705,1490739197072,13.4200001286,0.0
7,-1.2771143,-0.012556274,0.1514878,40.589077,-74.1491,0.050417934,0.07188068,-0.091564104,10.321367,-8.57705,1490739197105,13.4200001286,0.0
8,-0.9141298,0.019949572,-0.12179607,40.589077,-74.1491,0.0061735315,-0.10999342,-0.03179875,10.321367,-8.57705,1490739197138,13.4200001286,0.0
9,-1.163341,0.102390036,0.06295586,40.589077,-74.1491,0.06749092,0.038005274,-0.08548769,10.321367,-8.57705,1490739197171,13.4200001286,0.0
10,-0.84688306,-0.0023378173,-0.1795914,40.589077,-74.1491,0.0076592397,-0.19310415,-0.035213407,10.321367,-8.57705,1490739197204,13.4200001286,0.0
11,-1.1899091,0.019202564,0.10726116,40.589077,-74.1491,-0.009277847,0.110501476,-0.09672308,10.321367,-8.57705,1490739197238,13.4200001286,0.0
12,-1.0082439,0.03872246,-0.056710914,40.589077,-74.1491,0.013281311,-0.24456717,-0.0025802245,10.321367,-8.57705,1490739197271,13.4200001286,0.0
13,-1.044364,0.05793876,0.047720935,40.589077,-74.1491,-0.0008344873,0.116955385,-0.057305735,10.321367,-8.57705,1490739197304,13.4200001286,0.0
14,-1.0903589,0.027204541,0.07999898,40.589077,-74.1491,-0.06563028,-0.0764736,-0.017901372,10.321367,-8.57705,1490739197337,13.4200001286,0.0
15,-0.9623102,0.006994141,-0.06531995,40.589077,-74.1491,0.0011114234,-0.03845753,-0.037560817,10.321367,-8.57705,1490739197370,13.4200001286,0.0
16,-1.0120851,0.088986136,0.057071265,40.589077,-74.1491,-0.001134436,-6.7016604e-06,-0.030784577,10.321367,-8.57705,1490739197403,13.4200001286,0.0
17,-0.9798886,0.05705569,-0.029881446,40.589077,-74.1491,-0.071576886,-0.05460419,-0.0054526916,10.321367,-8.57705,1490739197436,13.4200001286,0.0
18,-0.95670664,-0.0040695313,0.04907461,40.589077,-74.1491,-0.0037099218,0.07903082,-0.07500723,10.321367,-8.57705,1490739197469,13.4200001286,0.0
19,-0.90883416,-0.017725904,-0.002294983,40.589077,-74.1491,-0.020153752,-0.09056576,0.032147657,10.321367,-8.57705,1490739197502,13.4200001286,0.0
