,acceleration_x,acceleration_y,acceleration_z,gps_lat,gps_long,gyro_x,gyro_y,gyro_z,speed_x,speed_y,timestamp
0,-0.995,-0.002,0.252,40.594463,-73.960945,-0.001,-0.0265,0.0063,0.22850566,-2.5698266,1490516651532
1,-0.9804501,-0.003666748,0.2652332,40.594463,-73.960945,-0.01701332,0.0015717004,0.033915125,0.24178691,-2.735973,1490516651598
2,-0.98518336,0.0026500123,0.27856657,40.594463,-73.960945,-0.008569983,-0.003918402,0.08404004,0.25506812,-2.902119,1490516651665
3,-1.05655,0.0413,0.3042,40.594463,-73.960945,-0.00516,0.007885,-0.02021,0.26834935,-3.068265,1490516651732
4,-0.9592164,-0.00015010986,0.35348335,40.594463,-73.960945,-0.0033566235,-0.041703343,-0.0155049525,0.28163064,-3.2344112,1490516651798
5,-1.0153167,-0.0017499389,0.38425007,40.594463,-73.960945,-0.021051727,0.0110284975,0.022523303,0.2949118,-3.400557,1490516651865
6,-1.0181,0.0058,0.3615,40.594463,-73.960945,0.015305,0.007875,-0.01922,0.30819303,-3.566703,1490516651932
7,-0.87119967,-0.03296672,0.4039332,40.594463,-73.960945,-0.021836618,-0.028241424,0.018876506,0.3214743,-3.7328494,1490516651998
8,-1.0088339,0.010083435,0.356,40.594444,-73.960945,0.0103350645,-0.052726757,0.049421784,0.33351684,-3.9023666,1490516652065
9,-1.06995,0.00845,0.3671,40.594444,-73.960945,-0.01651,0.035385,-0.026205,0.34553415,-4.0719533,1490516652132
10,-1.0511006,0.026550159,0.35473356,40.594444,-73.960945,-0.0022634545,0.067813665,0.004441693,0.35755146,-4.24154,1490516652198
11,-0.9249998,0.06555009,0.34615013,40.594444,-73.960945,0.025783533,-0.028558636,0.038488533,0.36956877,-4.411126,1490516652265
12,-0.9653,-0.0033,0.3431,40.594444,-73.960945,-0.0019,-0.008855,-0.00576,0.38158602,-4.5807123,1490516652332
13,-1.0661334,0.008883166,0.37108356,40.594444,-73.960945,-0.032316662,0.01775816,0.018816808,0.39360338,-4.750299,1490516652398
14,-0.9943165,0.01768324,0.30509993,40.594444,-73.960945,0.015378485,0.01652982,-0.01422323,0.40562063,-4.919885,1490516652465
15,-0.9492,-0.025,0.34355,40.594444,-73.960945,0.007135,-0.05458,0.028055,0.41763794,-5.089472,1490516652532
16,-1.0890503,0.023916688,0.32381636,40.594444,-73.960945,0.013803416,0.019154672,-0.019408222,0.42965525,-5.259058,1490516652598
17,-0.92656684,-0.02074994,0.41506696,40.594444,-73.960945,-0.0033485412,-0.009223401,0.04839348,0.44167256,-5.428644,1490516652665
18,-1.04,-0.005,0.3612,40.594444,-73.960945,-0.02341,0.01788,0.01072,0.4536898,-5.598231,1490516652732
19,-0.9619327,-0.04753363,0.27733308,40.594444,-73.960945,0.03425669,-0.0486835,0.039450105,0.46570718,-5.767818,1490516652798
20,-1.0082003,-0.0042665894,0.4480666,40.594444,-73.960945,-0.05629305,0.04596669,0.06402319,0.4777244,-5.9374037,1490516652865
21,-0.9462,-0.0064,0.326,40.594444,-73.960945,0.0469,-0.01649,-0.00088,0.4897417,-6.10699,1490516652932
22,-1.1951338,0.023133362,0.28319976,40.594444,-73.960945,0.041493475,0.08048996,-0.07863985,0.50175905,-6.2765765,1490516652998
23,-0.7347991,-0.052333314,0.33186668,40.59439,-73.960945,-0.0029533033,-0.085790105,0.02500701,0.51802534,-6.436632,1490516653065
24,-1.1212,0.051,0.3464,40.59439,-73.960945,0.01248,0.00063,0.02914,0.5343783,-6.596493,1490516653132
25,-1.1191345,-0.016266663,0.30579987,40.59439,-73.960945,0.012789953,0.085073665,-0.08614671,0.5507314,-6.7563543,1490516653198
26,-0.85066557,-0.015733471,0.3496004,40.59439,-73.96094,0.02854997,0.01649624,0.009777091,0.5670844,-6.916215,1490516653265
27,-0.8542,-0.0218,0.3242,40.59439,-73.96094,0.03367,-0.04435,0.062,0.5834374,-7.0760756,1490516653332
28,-0.7593975,-0.12500079,0.37439984,40.59439,-73.96094,-0.022752773,-0.17085098,0.19800031,0.59979045,-7.235937,1490516653398
29,-1.2412679,0.023533728,0.2796662,40.59439,-73.96094,0.013800256,0.024487067,-0.057243817,0.61614347,-7.3957977,1490516653465
30,-0.8464,0.0064,0.333,40.59439,-73.96094,0.03935,-0.02077,-0.11386,0.6324965,-7.5556593,1490516653532
31,-0.7024659,-0.07579999,0.30993316,40.59439,-73.96094,0.015063273,-0.075519696,0.08885309,0.6488495,-7.71552,1490516653598
32,-1.227533,0.10513351,0.128333,40.59439,-73.96094,0.08543988,0.095349886,-0.11936333,0.66520244,-7.8753815,1490516653665
33,-0.751,-0.0614,0.3236,40.59439,-73.96094,-0.0245,-0.06923,0.03989,0.6815555,-8.035242,1490516653732
34,-1.0513996,0.01819989,0.23880023,40.59439,-73.96094,0.011963212,0.064339906,0.018490221,0.6979085,-8.195104,1490516653798
35,-0.84266645,-0.06473335,0.24279995,40.59439,-73.96094,0.021263195,-0.03151315,0.054276675,0.71426153,-8.354964,1490516653865
36,-1.1596,0.0278,0.2798,40.59439,-73.96094,-0.01636,0.0717,-0.03711,0.7306145,-8.514825,1490516653932
37,-0.92166716,-0.03493347,0.3007334,40.59439,-73.96094,0.012469991,0.005720242,0.009796464,0.7469676,-8.6746855,1490516653998
38,-1.0532672,0.11226665,0.21939936,40.594315,-73.96094,0.008040078,0.046236474,-0.05413319,0.751744,-8.899009,1490516654065
39,-1.694,-0.1588,0.2114,40.594315,-73.96094,0.02863,0.14657,0.08325,0.7562841,-9.124649,1490516654132
40,-1.2736707,-0.09593378,0.46313232,40.594315,-73.96094,-0.057361856,0.17159665,-0.32502356,0.7608243,-9.350288,1490516654198
41,-1.011266,0.043600574,0.37646675,40.594315,-73.96094,-0.16823943,0.09597262,-0.1528828,0.7653644,-9.575928,1490516654265
42,-0.9786,0.082,0.1354,40.594315,-73.96094,0.04844,-0.05189,0.00017,0.7699046,-9.801567,1490516654332
43,-1.0984659,-0.1088667,0.3938001,40.594315,-73.96094,0.022303523,-0.003860066,0.022467077,0.77444476,-10.027206,1490516654398
44,-1.0168667,0.15706758,0.24513333,40.594315,-73.96094,0.03378343,0.030399451,-0.06643953,0.7789849,-10.252846,1490516654465
45,-1.0976,0.0522,0.2126,40.594315,-73.96094,0.01715,0.0041,0.00064,0.7835251,-10.478485,1490516654532
46,-0.9976002,-0.029600097,0.26873308,40.594315,-73.96094,-0.00012660645,0.028439848,0.01149661,0.78806525,-10.7041235,1490516654598
47,-1.0480667,0.023466637,0.1881998,40.594315,-73.96094,0.0052735987,0.07322974,-0.09779985,0.7926054,-10.929764,1490516654665
48,-0.9722,0.053,0.2512,40.594315,-73.96094,-0.01542,0.05234,-0.09034,0.79714555,-11.155403,1490516654732
49,-1.0118,0.07833325,0.22899994,40.594315,-73.96094,0.037463274,-0.0126668215,-0.023259943,0.80168575,-11.3810425,1490516654798
50,-0.8861326,-0.031467125,0.13133362,40.594315,-73.96094,0.08614958,-0.057256747,-0.06997991,0.8062259,-11.606681,1490516654865
51,-1.0653334,-0.06542857,0.27795237,40.594315,-73.96093,-0.061625,-0.0515,0.096275,0.81076604,-11.83232,1490516654932
52,-1.1399342,0.033916567,0.16001683,40.594315,-73.96093,0.01298303,0.065933295,-0.043683104,0.81530625,-12.0579605,1490516654998
53,-0.78518254,-0.029800048,0.26420045,40.59421,-73.96093,0.033266522,-0.005567085,-0.04280787,0.84601027,-12.183234,1490516655065
