,acceleration_x,acceleration_y,acceleration_z,gps_lat,gps_long,gyro_x,gyro_y,gyro_z,speed_x,speed_y,timestamp
0,-1.035,0.12,0.095,40.625916,-73.92743,-0.3534,-0.0854,0.0711,-4.1590633,1.3628677,1489206339385
1,-0.99180007,0.17963342,0.12253345,40.62592,-73.92743,-0.3802099,-0.054396655,0.08257996,-4.1077733,1.4892585,1489206339451
2,-0.9398834,0.2270666,0.11070017,40.62592,-73.92743,-0.3642366,-0.00011329102,0.07877332,-4.0564837,1.6156489,1489206339518
3,-0.941,0.25785,0.09845,40.625923,-73.92743,-0.35727,0.04867,0.05585,-4.005193,1.7420394,1489206339585
4,-1.04285,0.3241169,0.074149966,40.625923,-73.92743,-0.37086338,0.015996862,0.008663244,-3.9539034,1.8684304,1489206339651
5,-1.0350335,0.30648354,0.09223347,40.625923,-73.92743,-0.38948655,-0.00470339,-0.0663266,-3.9026139,1.9948206,1489206339718
6,-1.05825,0.1967,0.06945,40.625927,-73.92743,-0.39653,0.00251,-0.06988,-3.851324,2.1212115,1489206339785
7,-1.0550336,0.15495001,0.09150012,40.62593,-73.92743,-0.3966334,-0.0074534495,-0.03277996,-3.800034,2.247602,1489206339851
8,-1.0159835,0.058866795,0.0779334,40.62593,-73.92743,-0.39966667,-0.029133473,0.0017865625,-3.7487442,2.3739924,1489206339918
9,-0.97945,0.08435,0.0945,40.625935,-73.92743,-0.39238,0.0122,0.06561,-3.6974545,2.5003831,1489206339985
10,-0.9806165,0.12819995,0.08541656,40.625935,-73.92749,-0.38597327,0.047289986,0.080220036,-3.623103,2.579383,1489206340051
11,-0.98481655,0.14254989,0.06845011,40.62594,-73.92749,-0.3920566,-0.0032164124,0.122783296,-3.5420566,2.644624,1489206340118
12,-1.04305,0.29205,0.0798,40.62594,-73.92749,-0.38365,0.00065,0.08589,-3.4610102,2.7098653,1489206340185
13,-1.0233169,0.25378338,0.07036682,40.625942,-73.92749,-0.38892004,0.021623164,0.04381336,-3.3799639,2.7751067,1489206340251
14,-1.0030005,0.24673335,0.12775019,40.625946,-73.92749,-0.40425342,-0.06715393,0.04083335,-3.2989173,2.8403475,1489206340318
15,-0.96785,0.30165,0.10475,40.625946,-73.92749,-0.39803,-0.04529,-0.0256,-3.2178707,2.9055889,1489206340385
16,-0.93941635,0.1790664,0.0849331,40.62595,-73.92749,-0.37239012,-0.004866455,-0.078319915,-3.1368241,2.97083,1489206340451
17,-0.9865165,0.14454989,0.084133446,40.62595,-73.92749,-0.37781662,0.020616705,-0.05080672,-3.055778,3.0360713,1489206340518
